txn_id,user_id,timestamp,amount,channel,merchant,merchant_risk,device_id,location,ip_address,recipient_known,account_age_days,is_fraud,fraud_type,user_avg_amount,amount_deviation,hour,is_odd_hour,velocity_score,shared_device
TXN_0047053,USER_0268,2026-01-13 16:07:41.281637,709.03,WALLET,Uber,0.124,66cff6b3,Bangalore,139.58.178.160,1,1329,0,none,1043.4832558139535,-0.3202093034543843,16,0,0.1,1
TXN_0005079,USER_0017,2026-01-13 16:20:39.281637,973.2,WALLET,Amazon,0.093,102be28f,Ahmedabad,22.43.180.59,1,168,0,none,608.5750980392156,0.5981623972725459,16,0,0.1,1
TXN_0042942,USER_0040,2026-01-13 16:29:44.281637,1731.19,CARD,BigBasket,0.131,732658bf,Hyderabad,18.206.177.142,1,1165,0,none,2262.0183157894735,-0.23456651326495756,16,0,0.1,1
TXN_0048929,USER_0484,2026-01-13 17:10:46.281637,1404.52,IMPS,Uber,0.033,8e8b5f92,Pune,68.191.104.166,1,168,0,none,3125.1386524271857,-0.5503974211416596,17,0,0.1,1
TXN_0002344,USER_0190,2026-01-13 17:11:55.281637,1191.85,IMPS,BookMyShow,0.147,01608cf2,Hyderabad,54.75.216.163,1,53,0,none,2600.912314814815,-0.5415487319814242,17,0,0.1,1
TXN_0038778,USER_0208,2026-01-13 17:19:09.281637,5257.96,NEFT,Ola,0.026,120263f0,Mumbai,27.6.89.253,1,463,0,none,3409.911075268817,0.5418050731755112,17,0,0.1,1
TXN_0030224,USER_0004,2026-01-13 17:26:25.281637,442.12,WALLET,Uber,0.005,3762957b,Hyderabad,204.103.76.228,1,236,0,none,2388.90429906542,-0.8145867178977487,17,0,0.1,1
TXN_0032802,USER_0172,2026-01-13 17:35:38.281637,3609.61,WALLET,Flipkart,0.021,7d3d5a1d,Ahmedabad,73.212.227.179,1,1576,0,none,2773.867333333333,0.30118292742403796,17,0,0.1,1
TXN_0002212,USER_0064,2026-01-13 17:36:30.281637,2231.66,CARD,Amazon,0.08,113e12f7,Kolkata,44.191.223.45,1,1446,0,none,1705.3235353535354,0.30846228967791395,17,0,0.1,1
TXN_0007781,USER_0096,2026-01-13 18:29:50.281637,1144.06,UPI,Flipkart,0.008,e4be2452,Bangalore,214.104.179.220,1,1677,0,none,860.1524999999999,0.3296831861952442,18,0,0.1,1
TXN_0047748,USER_0136,2026-01-13 19:01:58.281637,138.96,IMPS,PhonePe,0.129,46c12936,Ahmedabad,223.98.145.97,1,663,0,none,684.9980392156863,-0.7959760932261282,19,0,0.1,1
TXN_0023476,USER_0235,2026-01-13 19:10:06.281637,1894.55,WALLET,Swiggy,0.045,d8bdb451,Mumbai,147.123.237.108,1,484,0,none,2087.634285714286,-0.09244523420635775,19,0,0.1,1
TXN_0015052,USER_0294,2026-01-13 19:12:26.281637,1943.49,UPI,BigBasket,0.004,d6fc8dbe,Hyderabad,130.254.225.67,1,145,0,none,3768.35406779661,-0.48413177297067794,19,0,0.1,1
TXN_0037929,USER_0080,2026-01-13 19:21:57.281637,2224.51,UPI,Swiggy,0.141,72671b24,Ahmedabad,211.90.100.27,1,1276,0,none,2729.408551181102,-0.18491685098286711,19,0,0.1,1
TXN_0044825,USER_0381,2026-01-13 19:29:55.281637,553.8,CARD,BookMyShow,0.089,986d14ec,Bangalore,179.148.201.153,1,875,0,none,816.14,-0.3210465770859339,19,0,0.2,1
TXN_0028135,USER_0468,2026-01-13 19:35:15.281637,1370.92,WALLET,BigBasket,0.046,088eee02,Chennai,23.244.64.7,1,1528,0,none,1853.1528703703702,-0.2600825843847726,19,0,0.1,1
TXN_0009982,USER_0375,2026-01-13 20:08:14.281637,2413.25,CARD,Flipkart,0.074,78f2b5c3,Mumbai,131.150.230.100,1,78,0,none,2091.2018020408163,0.15392788479822792,20,0,0.1,1
TXN_0026482,USER_0274,2026-01-13 20:28:40.281637,1993.63,IMPS,Uber,0.007,596bc90d,Mumbai,121.202.76.168,1,1162,0,none,2570.0841475728153,-0.22420664376815752,20,0,0.1,1
TXN_0045081,USER_0325,2026-01-13 20:31:29.281637,3165.44,IMPS,Flipkart,0.043,14f9d722,Chennai,139.36.75.94,1,1416,0,none,2368.653617021277,0.33624592947061455,20,0,0.1,1
TXN_0018553,USER_0495,2026-01-13 20:39:55.281637,608.8,UPI,Zomato,0.059,4cd6ed73,Delhi,80.79.9.42,1,805,0,none,500.3547899159664,0.2163043263278892,20,0,0.1,1
TXN_0015159,USER_0244,2026-01-13 20:42:56.281637,616.72,NEFT,Zomato,0.097,dcf17b3a,Chennai,168.219.21.4,1,1331,0,none,549.19,0.12273941729220808,20,0,0.2,1
TXN_0024763,USER_0305,2026-01-13 20:57:46.281637,1992.57,UPI,IRCTC,0.124,bc715a9e,Mumbai,15.49.251.227,1,419,0,none,1470.5680769230771,0.35472495718199065,20,0,0.1,1
TXN_0002137,USER_0335,2026-01-13 20:59:19.281637,4173.24,CARD,Flipkart,0.019,38b83629,Pune,190.245.220.169,1,1450,0,none,2379.1478378378383,0.7537734142564613,20,0,0.1,1
TXN_0014394,USER_0352,2026-01-13 21:32:53.281637,1496.33,NEFT,Amazon,0.076,4f2c9809,Kolkata,218.245.242.103,1,1556,0,none,1710.7548979591834,-0.12526612204517634,21,0,0.1,1
TXN_0012224,USER_0440,2026-01-13 21:48:50.281637,1906.93,WALLET,Amazon,0.018,7647b8d5,Pune,61.48.69.45,1,481,0,none,3004.92745673077,-0.3652774301895315,21,0,0.1,1
TXN_0017613,USER_0267,2026-01-13 21:51:13.281637,534.07,WALLET,Flipkart,0.007,e54db0f2,Delhi,184.249.107.70,1,1341,0,none,215.59,1.4704279975991505,21,0,0.2,1
TXN_0024369,USER_0063,2026-01-13 21:57:13.281637,2727.49,NEFT,Amazon,0.117,8211e8b4,Chennai,162.156.200.36,1,524,0,none,2926.3620258823526,-0.06793557616858463,21,0,0.1,1
TXN_0001567,USER_0452,2026-01-13 22:01:22.281637,1359.89,WALLET,Amazon,0.129,9db60824,Hyderabad,34.54.241.170,1,635,0,none,1431.3512160714286,-0.04989084748880809,22,0,0.1,1
TXN_0049705,USER_0480,2026-01-14 00:41:58.281637,28354.39,NEFT,BigBasket,0.035,ddf6c3cd,Jaipur,161.24.80.96,1,757,1,geo_anomaly,615.7099029126214,44.97848983141355,0,1,0.1,1
TXN_0033160,USER_0351,2026-01-14 01:10:31.281637,37121.44,UPI,BigBasket,0.836,9daad329,Lucknow,85.200.93.211,0,486,1,card_fraud,3649.61832293578,9.168808874587201,1,1,0.1,0
TXN_0043424,USER_0257,2026-01-14 02:12:59.281637,9057.230000000001,CARD,IRCTC,0.035,abf8a60a,Lucknow,144.10.58.118,0,1370,1,account_takeover,3114.489,1.9074825813861007,2,1,0.1,0
TXN_0030219,USER_0131,2026-01-14 04:27:49.281637,30138.39,NEFT,BookMyShow,0.726,fe8c411f,Patna,8.15.85.101,0,546,1,card_fraud,2751.51,9.949784015316927,4,1,0.2,0
TXN_0046670,USER_0111,2026-01-14 05:08:46.281637,20184.234200000003,CARD,Ola,0.081,5e85152a,Surat,124.144.22.134,0,1733,1,account_takeover,3358.74,5.007975081405109,5,0,0.2,0
TXN_0048324,USER_0229,2026-01-14 05:26:18.281637,16741.92,WALLET,BigBasket,0.11,38e11918,Lucknow,9.152.101.163,1,1247,1,geo_anomaly,752.3624646464646,21.22425563484512,5,0,0.1,1
TXN_0009170,USER_0143,2026-01-14 07:15:11.281637,1281.7,IMPS,BigBasket,0.052,e7f66b44,Kolkata,71.70.150.132,1,525,0,none,2222.920810810811,-0.42322586588308186,7,0,0.1,1
TXN_0004316,USER_0241,2026-01-14 07:20:08.281637,494.43,UPI,BigBasket,0.006,301dcd00,Pune,31.251.52.27,1,697,0,none,886.7052380952381,-0.4418980774935481,7,0,0.1,1
TXN_0035959,USER_0465,2026-01-14 07:21:12.281637,1623.6,WALLET,Amazon,0.116,e1fb664a,Bangalore,23.94.45.10,1,1533,0,none,1877.7427368421056,-0.13527277144356806,7,0,0.1,1
TXN_0009307,USER_0022,2026-01-14 07:34:05.281637,396.6,CARD,Uber,0.019,e2673ea9,Delhi,125.197.25.242,1,467,0,none,871.5622988505747,-0.5443305302970824,7,0,0.1,1
TXN_0025766,USER_0286,2026-01-14 07:38:09.281637,2301.68,UPI,BookMyShow,0.123,6b90074a,Mumbai,85.223.95.2,1,162,0,none,3319.1420721153845,-0.3064513656390379,7,0,0.1,1
TXN_0022182,USER_0201,2026-01-14 07:47:30.281637,2392.95,UPI,Swiggy,0.019,3d510e7d,Pune,204.148.220.37,1,1246,0,none,4557.6,-0.4748497345676305,7,0,0.2,1
TXN_0027126,USER_0376,2026-01-14 07:48:10.281637,3454.64,WALLET,IRCTC,0.003,a70dd022,Ahmedabad,94.207.171.94,1,1712,0,none,2287.750655737705,0.5098368148303973,7,0,0.1,1
TXN_0003758,USER_0148,2026-01-14 07:51:56.281637,360.52,UPI,Uber,0.003,42207ab3,Pune,202.127.37.205,1,1572,0,none,504.4999247058824,-0.28482679753049417,7,0,0.1,1
TXN_0037812,USER_0451,2026-01-14 07:52:02.281637,2088.42,UPI,Amazon,0.05,d93ad1ce,Kolkata,54.220.94.91,1,1143,0,none,778.91,1.6790527112102682,7,0,0.2,1
TXN_0006652,USER_0363,2026-01-14 07:53:21.281637,938.42,NEFT,Amazon,0.116,76fed08c,Mumbai,4.202.248.153,1,1444,0,none,1603.7325806451606,-0.41459405054123155,7,0,0.1,1
TXN_0027395,USER_0400,2026-01-14 07:54:35.281637,1798.18,CARD,Flipkart,0.14,9f17ecbd,Bangalore,136.92.6.69,1,300,0,none,2467.9752336448596,-0.27128471137236354,7,0,0.1,1
TXN_0033896,USER_0089,2026-01-14 07:54:58.281637,1123.25,NEFT,Swiggy,0.065,a0017db1,Delhi,217.73.175.247,1,328,0,none,1951.98,-0.4243412630953722,7,0,0.2,1
TXN_0016631,USER_0351,2026-01-14 07:57:48.281637,2889.4,WALLET,Ola,0.05,3104c21b,Ahmedabad,73.195.152.0,1,486,0,none,37121.44,-0.9221387387251484,7,0,0.2,1
TXN_0020260,USER_0104,2026-01-14 08:00:32.281637,2631.2,CARD,Zomato,0.112,8feba426,Pune,13.42.22.38,1,1136,0,none,2847.632116504854,-0.0759775596332203,8,0,0.1,1
TXN_0031280,USER_0254,2026-01-14 08:03:27.281637,1247.28,WALLET,Flipkart,0.003,53b9a42f,Chennai,31.60.140.40,1,1330,0,none,2035.45,-0.38703135358098656,8,0,0.2,1
TXN_0015145,USER_0203,2026-01-14 08:03:57.281637,1562.22,UPI,Flipkart,0.042,841b2e39,Pune,95.99.153.155,1,323,0,none,2562.24332371134,-0.39013983356968174,8,0,0.1,1
TXN_0049109,USER_0010,2026-01-14 08:06:17.281637,3531.56,CARD,Uber,0.094,17625a5d,Mumbai,88.179.131.77,1,1113,0,none,3082.0114678899076,0.1458147453527881,8,0,0.1,1
TXN_0044938,USER_0121,2026-01-14 08:09:59.281637,847.61,UPI,BigBasket,0.064,9682508e,Hyderabad,91.204.255.84,1,1209,0,none,433.48089108910875,0.9531583952352843,8,0,0.1,1
TXN_0021335,USER_0031,2026-01-14 08:14:18.281637,939.54,CARD,Amazon,0.012,daab5afc,Chennai,36.241.21.99,1,360,0,none,1889.0118750000001,-0.5023629150478222,8,0,0.1,1
TXN_0027566,USER_0473,2026-01-14 08:15:17.281637,2027.28,IMPS,Swiggy,0.117,172c1b1e,Hyderabad,210.208.206.233,1,1705,0,none,1756.9497727272728,0.15377585381938327,8,0,0.1,1
TXN_0041682,USER_0014,2026-01-14 08:21:53.281637,2998.97,WALLET,IRCTC,0.098,f3ca0eda,Delhi,149.145.43.142,1,1528,0,none,2842.7592241379307,0.05493108366423796,8,0,0.1,1
TXN_0017261,USER_0496,2026-01-14 08:27:25.281637,521.37,WALLET,PhonePe,0.101,edaebec4,Kolkata,36.26.206.114,1,1488,0,none,723.8514285714284,-0.2793419735275799,8,0,0.1,1
TXN_0014190,USER_0417,2026-01-14 08:29:06.281637,3816.28,WALLET,Amazon,0.075,bcc7848f,Mumbai,32.20.54.0,1,477,0,none,2339.6110185185184,0.6308903828095854,8,0,0.1,1
TXN_0045766,USER_0241,2026-01-14 08:29:16.281637,627.78,CARD,Zomato,0.099,301dcd00,Pune,31.251.52.27,1,697,0,none,494.43,0.2691601235290555,8,0,0.2,1
TXN_0034867,USER_0386,2026-01-14 08:29:23.281637,1940.74,UPI,Zomato,0.063,30f9e4de,Ahmedabad,211.191.63.59,1,1788,0,none,1706.1758585858586,0.13739893300063588,8,0,0.1,1
TXN_0003217,USER_0450,2026-01-14 08:30:38.281637,1625.43,NEFT,BigBasket,0.094,56aac0cd,Hyderabad,150.159.5.103,1,73,0,none,2384.505966037736,-0.31820334002288897,8,0,0.1,1
TXN_0009773,USER_0373,2026-01-14 08:35:21.281637,2649.88,CARD,Uber,0.045,ef6ea3d6,Pune,201.154.236.139,1,80,0,none,3614.6394318181815,-0.26682954703064427,8,0,0.1,1
TXN_0049439,USER_0217,2026-01-14 08:37:42.281637,5591.85,CARD,Ola,0.142,64009de9,Chennai,153.155.222.6,1,644,0,none,2889.9859595959592,0.9345822076498947,8,0,0.1,1
TXN_0030334,USER_0198,2026-01-14 08:39:17.281637,894.76,WALLET,BigBasket,0.128,a4af81a2,Mumbai,205.241.212.70,1,194,0,none,1115.6191346153846,-0.19779271890362038,8,0,0.1,1
TXN_0006891,USER_0447,2026-01-14 08:42:21.281637,9375.4,NEFT,Ola,0.026,9d0a492a,Mumbai,4.155.210.110,1,261,0,none,3435.2682758620695,1.7286577319542105,8,0,0.1,1
TXN_0027884,USER_0470,2026-01-14 08:53:25.281637,847.03,IMPS,IRCTC,0.042,c492792e,Kolkata,60.122.18.235,1,204,0,none,676.9868907563028,0.2508058954561967,8,0,0.1,1
TXN_0034242,USER_0145,2026-01-14 08:53:48.281637,291.8,NEFT,PhonePe,0.018,24a4ad5d,Ahmedabad,130.217.37.174,1,523,0,none,546.7007490909092,-0.46540149801511393,8,0,0.1,1
TXN_0024643,USER_0205,2026-01-14 08:53:54.281637,1883.1,WALLET,IRCTC,0.014,d812480c,Kolkata,85.109.42.152,1,1131,0,none,2697.1191578947373,-0.3016987428123421,8,0,0.1,1
TXN_0001929,USER_0456,2026-01-14 08:58:23.281637,1042.97,CARD,BookMyShow,0.123,06ce06d3,Pune,109.128.221.245,1,1500,0,none,835.9871071428571,0.2472951985648867,8,0,0.1,1
TXN_0007011,USER_0226,2026-01-14 09:02:15.281637,896.61,WALLET,CryptoX,0.785,ec6d2c54,Delhi,218.104.168.58,1,527,1,velocity_attack,1923.226,-0.5335215302152657,9,0,0.1,1
TXN_0037830,USER_0331,2026-01-14 09:04:18.281637,1660.35,NEFT,PhonePe,0.072,edab8369,Hyderabad,90.211.45.144,1,1424,0,none,1308.1347422680412,0.2690443132857013,9,0,0.1,1
TXN_0031840,USER_0213,2026-01-14 09:04:27.281637,807.04,NEFT,IRCTC,0.051,55cfedae,Hyderabad,95.135.109.110,1,874,0,none,1185.22,-0.3188110131341573,9,0,0.2,1
TXN_0024729,USER_0077,2026-01-14 09:06:41.281637,4654.36,CARD,BigBasket,0.05,147764d7,Bangalore,180.57.140.101,1,1786,0,none,3338.4742975206614,0.3940397754988851,9,0,0.1,1
TXN_0037845,USER_0126,2026-01-14 09:07:10.281637,2982.04,WALLET,Ola,0.052,6ee8d056,Bangalore,3.1.136.22,1,339,0,none,2732.59192688172,0.09125285697007152,9,0,0.1,1
TXN_0012142,USER_0249,2026-01-14 09:08:54.281637,2003.6,UPI,BookMyShow,0.128,dd515457,Ahmedabad,125.208.181.242,1,743,0,none,1942.7752427184466,0.031292073252506006,9,0,0.1,1
TXN_0029372,USER_0382,2026-01-14 09:10:57.281637,578.45,NEFT,Swiggy,0.074,bb3ecbb6,Bangalore,34.188.174.174,1,1350,0,none,840.943017475728,-0.3117705260656731,9,0,0.1,1
TXN_0015338,USER_0068,2026-01-14 09:11:10.281637,421.78,NEFT,PhonePe,0.127,e6d731e6,Ahmedabad,218.169.103.37,1,263,0,none,599.2,-0.2956014661779408,9,0,0.2,1
TXN_0001494,USER_0259,2026-01-14 09:11:11.281637,3013.04,CARD,Ola,0.022,381164a5,Delhi,112.146.160.39,1,46,0,none,2248.7562280701754,0.33971848255996234,9,0,0.1,1
TXN_0026847,USER_0101,2026-01-14 09:11:51.281637,3401.03,IMPS,Ola,0.054,579445a9,Delhi,15.121.45.138,1,233,0,none,3019.952474226804,0.1261448265155945,9,0,0.1,1
TXN_0022684,USER_0105,2026-01-14 09:13:52.281637,1937.19,CARD,BigBasket,0.048,7629fa30,Chennai,87.224.137.122,1,62,0,none,2636.025,-0.2650088641556299,9,0,0.1,1
TXN_0036146,USER_0196,2026-01-14 09:16:56.281637,2336.05,NEFT,BookMyShow,0.008,1710b276,Mumbai,216.18.97.25,1,1557,0,none,2016.8546268292682,0.15818551491605506,9,0,0.1,1
TXN_0011495,USER_0468,2026-01-14 09:17:04.281637,1630.34,NEFT,Zomato,0.051,088eee02,Chennai,23.244.64.7,1,1528,0,none,1370.92,0.18909265846405027,9,0,0.2,1
